"Compound_name","Outcome","SMR","LabuteASA","NumLipinskiHBA","NumHBD","NumAmideBonds","NumAtoms","NumAromaticRings","NumAromaticCarbocycles","NumSaturatedCarbocycles","NumAliphaticCarbocycles","Chi3v","Chi4v","Chi1n","Chi2n","Chi3n","Chi4n","kappa2","kappa3","slogp_VSA12","smr_VSA1","smr_VSA2","peoe_VSA4","peoe_VSA5","peoe_VSA6","peoe_VSA13","MQN2","MQN8","MQN10","MQN11","MQN13","MQN14","MQN17","MQN23","MQN26","MQN27","MQN28","MQN30","MQN36","MQN42"
"morphine","1.0",77.57660000000003,123.19468513566073,4,2,0,40,1,1,0,2,6.149738248658419,5.238415570709245,7.713327954418207,6.930110293573662,6.149738248658419,5.238415570709245,3.6226846881803887,1.2071641349925186,0,14.94991774348146,0,0,0,18.218407282129373,0,0,0,2,1,3,0,4,2,3,0,0,8,4,6
"oxycodone","1.0",83.01780000000005,134.73006385959627,5,1,0,44,1,1,1,2,6.730100121676015,5.68534055793126,8.350740894713468,7.4414119678765935,6.730100121676015,5.68534055793126,4.080510538449306,1.3193301484638766,0,19.374790486512627,0,0,0,6.06636706846161,0,0,0,3,1,4,1,3,1,4,1,0,8,4,6
"PIPERACETAZINE","1.0",119.50130000000003,177.45467360927356,4,1,0,59,2,2,0,0,7.263056059695528,5.49903110988613,10.680853873573746,8.110966612517192,6.132787680861602,4.422924288523394,9.329705668834215,4.681595998277929,11.761884949391115,9.901064578912528,0,0,0,29.960986154775945,0,0,0,2,0,9,1,6,1,3,5,1,12,4,2
"CHLORDIAZEPOXIDE","1.0",84.17360000000004,127.54445175009748,4,2,0,36,2,2,0,0,3.597682969734646,2.543747091520385,6.628301260600208,4.74224970301779,3.3625858669469073,2.3716440675675172,5.5779248204806295,2.6231685550529975,11.600939890232516,9.946086878371975,0,0,0,29.800041095617345,5.711685002770702,0,1,1,0,5,0,8,2,3,1,0,10,2,1
"memantine","1.0",54.32440000000004,81.07601152261728,1,1,0,34,0,0,4,4,4.6693811546489785,5.536017006989412,5.695400521325867,6.992420704625582,4.6693811546489785,5.536017006989412,1.9765714235398746,1.0921327999811485,0,0,0,0,0,13.847474399381248,0,0,1,0,0,3,0,0,1,3,0,0,6,4,12
"TOCAINIDE","0.0",58.195100000000025,84.30738867214453,3,2,1,30,1,1,0,0,2.1428884568538495,1.2486626115787813,4.647499818205996,3.544734731553591,2.1428884568538495,1.2486626115787813,4.241658708440002,2.325755852470262,0,4.794537184071822,0,0,0,18.19910120538483,0,0,2,1,0,7,1,3,2,5,1,2,3,1,0
"CLEBOPRIDE","0.0",104.62360000000004,158.63012319446113,5,2,1,50,2,2,0,0,5.062559029113117,3.419283916083498,8.76694649709569,6.583486454651321,4.735232193759127,3.255620498406504,8.427427393160471,4.478592596214976,11.600939890232516,9.53140013787187,0,0,0,41.932775232540564,5.907179729351506,0,2,2,0,9,1,6,2,4,3,1,11,3,0
"PROTRIPTYLINE","1.0",86.81570000000005,120.89752012423182,1,1,0,41,2,2,0,1,4.1048792855865015,3.1010884227871656,7.404536091148974,5.38953533750805,4.1048792855865015,3.1010884227871656,6.06175238086963,2.5432784027273465,0,0,0,0,0,60.68297676136064,0,0,1,0,0,5,0,7,1,1,4,0,10,2,2
"DIDANOSINE","0.0",58.37850000000002,96.0793240018818,7,2,0,29,2,0,0,0,2.9784068329719666,2.117708685152753,5.458792390264786,4.029407998193112,2.9784068329719666,2.117708685152753,3.935096028973356,1.6331195862845582,0,9.843390348640755,0,4.9839785209472085,0,0,0,0,0,2,1,3,1,5,2,2,1,0,8,1,1
"miconazole","0.0",102.68100000000003,165.60580790040456,3,0,0,39,3,2,0,0,4.8497130058333955,3.412008337033825,7.489207558424719,5.460689966893138,3.700343453711726,2.4187707915108905,8.434163357217534,4.9007419466901245,46.40375956093006,4.736862953800049,0,0,0,58.53649369785329,0,0,0,1,0,10,0,8,0,4,3,1,10,2,0
"PENTOXIFYLLINE","0.0",74.74700000000003,115.01518969017616,7,0,0,38,2,0,0,0,3.361561823945638,2.2372795660594527,6.534619349300019,4.985191818151637,3.361561823945638,2.2372795660594527,5.439070630183458,2.42918078649709,0,4.794537184071822,0,0,0,0,5.559266895052007,0,0,3,0,8,3,5,0,6,4,1,2,1,1
"ACETAZOLAMIDE","1.0",45.5859,78.02145102207903,7,2,1,19,1,0,0,0,3.0815095121098466,1.9053602623835677,3.032745770156534,2.099317642379012,0.9328171861807087,0.5258473654376646,3.3584989230794076,2.7167362781176934,11.336785877934737,13.212334168400758,0,0,10.197363616602075,11.336785877934737,10.023291153407584,0,2,3,0,5,3,2,2,5,1,1,3,0,0
"TRIPROLIDINE","1.0",88.16900000000005,126.69208170617027,2,0,0,43,2,1,0,0,4.055710350972486,2.811088112536191,7.737454750247062,5.706517539928644,4.055710350972486,2.811088112536191,6.682521574073874,3.586721213848961,0,0,0,0,0,41.97130694083893,0,0,0,0,0,5,1,6,0,1,2,1,13,2,0
"reboxetine","1.0",90.03170000000006,136.92775884493673,4,1,0,46,2,2,0,0,3.8250019001519804,2.7405118634783934,8.139507272922211,5.442249695661326,3.8250019001519804,2.7405118634783934,7.993805643840208,4.032015959903848,0,14.210588861400147,0,0,0,42.46456947923127,0,0,0,2,1,7,0,6,1,1,3,1,14,3,0
"INDINAVIR","0.0",174.06699999999952,266.21838079115093,9,4,2,92,3,2,0,1,8.704482620567628,6.564980489820981,16.010616163128322,13.579090160787674,8.704482620567628,6.564980489820981,14.643085866126452,8.976638083300317,0,19.802129157825057,0,0,0,60.6636706846161,0,0,2,4,0,19,2,9,4,7,6,4,18,4,1
"ESTAZOLAM","1.0",82.15400000000002,126.29511475753817,4,0,0,32,3,2,0,0,3.7525285725195587,2.725830398660325,6.61830583784451,4.809501133040284,3.51743146973182,2.5537273747074587,4.823665918890326,2.0424224024052173,11.600939890232516,0,0,0,10.197363616602075,41.932775232540564,0,0,0,0,0,2,0,9,0,1,0,0,13,2,2
"Profenamine","1.0",96.39600000000007,137.68003833858003,2,0,0,46,2,2,0,0,5.544793784248699,4.300241659021168,8.116856734167332,5.718348878743077,4.414525405414773,3.2044929826254718,6.758275044517169,2.8787419651056023,11.761884949391115,0,0,0,0,49.874827622618795,0,0,1,0,0,8,0,6,0,3,3,2,9,3,2
"tandospirone","1.0",104.45000000000006,165.65393562271305,7,0,2,57,1,0,2,2,7.332084389565267,5.922182130524566,10.817056752520854,8.797479088532992,7.332084389565267,5.922182130524566,7.426434269494114,3.0935757589141892,0,9.589074368143644,0,0,0,0,0,0,0,2,0,6,2,3,0,2,4,0,12,2,3
"METHYCLOTHIAZIDE","0.0",75.90470000000002,126.29806909857517,7,2,0,31,1,1,0,0,6.479054826796772,4.782575597088325,5.256471330463186,4.159486072367259,2.90484454148609,1.8077891417844316,5.0046422282317335,2.4912356953527315,23.20187978046503,16.835593968657875,0,4.305215991296234,11.600939890232516,11.600939890232516,0,0,1,4,0,6,4,3,2,8,1,0,3,2,1
"aripiprazole","1.0",123.23670000000004,187.442327584194,5,1,1,57,2,2,0,0,6.567346235473262,4.43219956801867,10.568791114657497,7.824330846087763,5.758419358128083,4.017137067374732,9.904587958522693,5.2032171877250555,23.20187978046503,9.53140013787187,0,0,0,35.33461391738825,0,0,0,2,0,9,1,6,1,3,5,0,13,4,1
"INDOMETACIN farnesil","0.0",164.48349999999962,242.67272784226822,5,0,0,80,3,2,0,0,7.208093276980597,4.732885835385469,13.687607550048579,10.414066603752085,6.956116961641113,4.606897677715726,14.712106137706822,8.462593041324466,11.600939890232516,19.06280027574374,0,0,0,40.472293694108075,5.907179729351506,0,0,4,0,21,5,8,0,9,11,5,7,2,1
"CARBETAPENTANE","0.0",96.15400000000007,145.6832077967812,4,0,0,55,1,1,1,1,5.08132585373321,3.5133744497729675,9.254960938381416,6.430413315981523,5.08132585373321,3.5133744497729675,9.796796597251936,4.805816676743439,0,14.268263091671919,0,0,0,57.02095298754132,0,0,1,3,0,13,1,3,0,3,8,2,9,1,0
"CARBIMAZOLE","0.0",46.657000000000025,75.37377052899038,4,0,0,22,1,0,0,0,1.8963436039898185,0.9923476311256212,3.575919453054705,2.260544224888507,1.4116638145593434,0.7960959079855914,3.5321787306878076,1.5549648666050788,12.217873443046695,9.53140013787187,0,0,0,0,0,0,0,2,0,5,2,2,0,4,2,1,2,0,0
"INDIGOTINDISULFONATE","0.0",95.44560000000001,157.92704103128958,10,4,0,38,2,2,0,0,5.989803926363367,3.9792080851442857,7.574379362689675,6.023161163885274,4.290498758716658,2.965625370079736,5.717745261835134,2.787489132497053,0,35.53016808418225,0,16.835593968657875,0,0,20.236253718067108,0,0,8,0,4,7,6,4,8,0,0,8,2,2
"INDOMETACIN","0.0",95.74730000000005,148.94809374556095,5,1,0,41,3,2,0,0,4.416130011147614,3.072992847564243,7.62053801160924,5.665014130168135,4.16415369580813,2.9470046898945004,6.607181634243952,3.1046664994872564,11.600939890232516,19.4324647167844,0,0,0,11.600939890232516,5.907179729351506,0,0,4,0,9,2,8,1,6,2,2,7,2,1
"CLOTIAZEPAM","1.0",89.06500000000003,132.43262661181183,3,0,1,36,2,1,0,0,5.232656968799435,3.65806001837814,6.804530527719487,4.882529951657762,3.5472301383718574,2.3590554987769057,5.620305675745112,2.4939304293890587,22.937725768167255,4.794537184071822,0,0,11.336785877934737,36.723778295307966,0,0,0,1,0,5,1,6,0,4,1,0,8,1,1
"DELORAZEPAM","1.0",82.0397,125.79073173849687,3,1,1,30,2,2,0,0,3.585264216795726,2.5280077295845165,6.04086071350346,4.382762903755458,3.020578892967942,2.130668058188868,5.270174036252378,2.421889881588956,23.20187978046503,4.794537184071822,0,0,0,41.40098098584986,0,0,0,1,0,3,1,7,1,3,0,0,10,2,1
"EPALRESTAT","0.0",87.71380000000002,131.68984682622576,4,1,1,34,1,1,0,0,4.097418615568618,3.137061635784212,6.176606416921917,4.460632190401632,2.7196403544731997,1.832159740261178,6.689288885642163,4.025050585201351,23.97975839243781,14.69560176298435,0,0,0,60.387613841579736,5.907179729351506,0,0,3,0,6,5,3,1,5,3,2,6,1,0
"VILOXAZINE","1.0",61.09870000000004,95.50572252447607,4,1,0,33,1,1,0,0,2.4982035526982163,1.647545411320189,5.480502741816767,3.6587868572700257,2.4982035526982163,1.647545411320189,5.723099441677983,2.868839363495143,0,14.210588861400147,0,0,0,12.13273413692322,0,0,0,2,1,5,0,3,1,1,3,0,9,2,0
"BENFLUOREX","0.0",89.33720000000004,144.36462784827464,3,1,0,45,2,2,0,0,3.633706582069993,2.406973214935444,7.9773014175762444,5.759377273428774,3.633706582069993,2.406973214935444,8.667357813378315,6.229318807853474,0,22.702645280896327,0,13.171245143024459,0,36.39820241076966,0,3,1,2,0,13,1,6,1,5,5,2,9,2,0
"darunavir","0.0",141.59569999999997,223.65772071845132,10,3,1,75,2,2,0,0,8.632965757591272,6.4460291348106775,12.912287885071539,10.261608593550765,6.787103232374808,4.824486821681409,12.437477968274312,7.02972972972973,0,32.52945042464161,0,4.305215991296234,0,44.179309741689295,0,0,3,5,2,17,3,6,3,7,5,5,14,2,1
"fluvoxamine","1.0",78.71440000000004,127.62883049920974,4,1,0,43,1,1,0,0,2.9413736260678456,1.809394085756957,7.041895138855418,4.68489519404345,2.9413736260678456,1.809394085756957,9.423875114784204,6.444981257809245,0,22.74569668056114,0,13.171245143024459,0,17.28844686367376,0,3,2,2,0,15,1,3,1,5,9,1,4,1,0
"CLONIXIN","0.0",70.66800000000002,109.2469137980302,4,2,0,29,2,1,0,0,2.968346824389988,1.722476862769004,5.297877604101436,3.7421180848491153,2.558885311963325,1.5479375343385215,5.059139367171523,2.4343797467639923,11.600939890232516,9.901064578912528,0,0,0,17.667306958694127,0,0,1,2,0,6,1,6,2,4,1,1,7,2,0
"CYCLOPHOSPHAMIDE","0.0",59.19120000000004,94.44153500749829,4,1,0,29,0,0,0,0,4.5951889486174045,3.9205441749178855,4.597961710466701,2.9469275437115807,1.9566243352797223,1.278310390784733,6.311144001092418,3.36838444118429,30.872159519339995,9.088795446643147,0,0,23.20187978046503,0,0,0,1,1,1,7,1,0,1,3,4,1,5,1,0
"naproxen","0.0",66.55080000000004,99.64213719056526,3,1,0,31,2,2,0,0,2.9418911948008084,1.7811860183471508,5.420871660482128,4.032443980554451,2.9418911948008084,1.7811860183471508,4.454042614687935,2.228492726961196,0,14.637927532712578,0,0,0,24.26546827384644,0,0,0,3,0,6,1,5,1,4,1,2,6,2,1
"BUSULFAN","0.0",50.82560000000003,84.45985657451557,6,0,0,28,0,0,0,0,2.3231321849709867,1.4659258262890682,3.8938468501173515,2.75930562250979,1.1334941513868706,0.6247247055843103,5.640369803534786,11.820000000000002,0,25.20176483395729,0,16.835593968657875,0,0,20.236253718067108,0,0,6,0,9,4,0,0,6,6,0,0,0,0
"PROCARBAZINE","0.0",64.94360000000003,96.40230047697948,4,3,1,35,1,1,0,0,2.105183142203047,1.3099439607399284,5.4259738044384624,3.92863906656054,2.105183142203047,1.3099439607399284,6.24878456545033,4.001506645563586,0,4.794537184071822,0,0,0,12.13273413692322,5.907179729351506,0,3,1,0,9,1,3,3,4,4,2,4,1,0
"palonosetron","1.0",86.10950000000004,131.83351543298647,3,0,1,46,1,1,0,1,6.533702077148049,5.413443009029452,8.961661143493451,7.630424058177145,6.533702077148049,5.413443009029452,4.821589868943879,1.8103745143878305,0,4.794537184071822,0,0,0,12.13273413692322,5.907179729351506,0,0,1,0,1,1,3,0,1,0,0,12,6,12
"RILMENIDINE","0.0",50.62570000000003,78.56496649578638,3,1,0,29,0,0,2,2,3.1353721992364534,2.0963237045369225,5.3709688067104935,4.380315797207776,3.1353721992364534,2.0963237045369225,2.893059101731947,1.6441590664969647,0,4.736862953800049,0,0,0,0,6.021680127344178,0,1,0,1,4,0,1,1,0,1,1,8,0,0
"tecovirimat","0.0",85.46020000000003,151.72372734330807,5,1,3,42,1,1,2,4,6.350559994127031,5.0438389598510005,8.815353593622843,7.68250146034463,6.350559994127031,5.0438389598510005,5.207065604455807,2.280716093267289,0,27.554856695239927,0,18.180157666978992,0,12.152040213667762,17.721539188054518,3,1,3,0,7,3,4,1,6,1,1,7,4,9
"beraprost","0.0",110.66440000000007,171.95608981739113,5,3,0,59,1,1,1,1,6.039783186312237,4.410772201639448,10.362735844249155,8.128943520236904,6.039783186312237,4.410772201639448,9.472080115532208,4.828717021114739,0,24.85098232239399,0,0,11.840868637711289,37.274878618743216,0,0,0,4,1,14,2,3,3,6,8,3,5,1,2
"oxcarbazepine","1.0",72.64090000000003,110.00026108252521,4,1,2,31,2,2,0,0,3.2492738043137037,2.4182784550912166,5.979551137874412,4.4194622852193906,3.2492738043137037,2.4182784550912166,4.242357076046294,1.7754855362228295,0,9.589074368143644,0,0,0,30.33183534230805,0,0,1,2,0,2,2,6,1,3,0,1,9,2,2
"pazopanib","0.0",121.38090000000003,180.1439163830398,9,2,0,54,4,2,0,0,6.289766090233646,4.178268778672683,9.53910961531103,7.358217830081464,5.236889034523946,3.370209800003598,7.637285318559557,4.072096,0,8.417796984328938,0,10.082660329248245,0,6.06636706846161,0,0,3,2,0,10,2,11,2,7,1,1,11,3,1
"BENZNIDAZOLE","0.0",67.17010000000002,108.58646356345857,7,1,1,31,2,1,0,0,2.5032645375734828,1.6038543946296406,5.627395563299254,3.874581309140847,2.5032645375734828,1.6038543946296406,5.7630403949234665,3.379261821223889,0,9.717848232889493,0,0,0,35.31581386325526,5.907179729351506,0,2,3,0,7,2,5,1,3,3,2,8,1,0
"DICYCLOMINE","0.0",90.84000000000007,136.33144777966407,3,0,0,57,0,0,2,2,6.0740527818158565,4.567895170320979,9.62209878219137,7.214535200290684,6.0740527818158565,4.567895170320979,8.9049901544223,4.244923977869011,0,9.53140013787187,0,0,0,52.372404136937305,0,0,1,2,0,10,1,0,0,3,5,2,10,2,0
"CICLETANINE","0.0",68.72280000000003,110.00818570475265,3,1,0,30,2,1,0,0,3.4758354810082306,2.3339387214166276,5.709718116165694,4.368706361203183,3.2238591656687454,2.207950563746885,4.264616604979357,1.759363472466975,11.600939890232516,9.843390348640755,0,0,0,23.733674027155736,0,0,0,1,1,4,0,6,1,3,0,0,8,2,1
"AMTOLMETIN","0.0",115.36720000000001,180.1457792971606,7,1,1,55,3,2,0,0,4.836596250816637,3.071384160510663,9.751034991986968,7.042513920775869,4.836596250816637,3.071384160510663,9.754543906699917,5.389821987192915,0,23.85733745981556,0,0,0,41.96165390246666,0,0,1,5,0,13,3,8,1,6,5,3,10,2,0
"phenytoin","1.0",70.33840000000002,110.00026108252523,4,2,3,31,2,2,0,0,3.2822897583296147,2.404675078821869,5.9796154955097816,4.390299098032741,3.2822897583296147,2.404675078821869,4.2423570760462965,1.688635569813371,0,9.589074368143644,0,0,0,60.6636706846161,5.907179729351506,0,0,2,0,2,2,6,2,2,0,0,12,2,0
"clobazam","1.0",83.06700000000002,127.08841239699417,4,0,2,34,2,2,0,0,3.7151610720101838,2.581503338756441,6.518302366640422,4.827266411305399,3.4800639692224453,2.415159783715145,5.2201165206274105,2.3830286117828967,11.600939890232516,9.589074368143644,0,0,0,29.800041095617345,0,0,0,2,0,3,2,6,0,4,0,0,9,2,1
"POLYTHIAZIDE","0.0",88.56470000000003,151.34440333463067,7,2,0,38,1,1,0,0,7.66491679327306,5.687600027914455,6.487060457847502,5.135488678755522,3.300131863644853,2.1049495070966913,6.77591391129083,4.518317709465981,23.36282483962363,30.00683911168234,0,17.476461134320694,11.761884949391115,11.600939890232516,0,3,1,4,0,11,4,3,2,10,3,0,3,2,1
"dronabinol","1.0",95.26480000000006,140.1120484779063,2,1,0,53,1,1,0,1,5.595564943912698,4.302686489418682,9.141709549881158,7.873345918169845,5.595564943912698,4.302686489418682,6.220672056037987,3.1310886377156444,0,9.843390348640755,0,0,0,31.414505082445793,0,0,0,1,1,9,0,4,1,5,4,0,6,3,2
"raltegravir","0.0",108.24020000000003,180.8605345121304,11,3,2,53,3,1,0,0,4.553649625454249,2.9573422109260408,9.450538128646548,7.511293885589237,4.553649625454249,2.9573422109260408,8.571048215849094,4.632728215901847,0,23.503167747712514,0,0,10.197363616602075,12.13273413692322,11.466446624403513,1,2,4,1,14,3,8,3,9,3,2,8,2,0
"PROBENECID","0.0",72.74210000000004,113.46236333513146,5,1,0,38,1,1,0,0,4.597928199211128,3.393545371718104,6.265798906834922,4.233615582224067,2.6850596993245226,1.7695169106127802,6.675550267697799,3.778948267760264,0,18.318861563241466,0,4.305215991296234,0,13.847474399381248,0,0,1,4,0,10,3,3,1,6,4,2,4,1,0
"FENQUIZONE","0.0",83.09710000000003,131.87772968439432,6,3,1,34,2,2,0,0,4.706958484466822,3.3904169363908445,6.347675665383977,4.834718657143479,3.331380983828876,2.2912934935849494,5.275056565069246,2.656170364310635,11.600939890232516,13.212334168400758,0,0,0,41.932775232540564,5.907179729351506,0,1,3,0,4,3,6,3,5,0,0,9,3,1
"FINASTERIDE","0.0",106.84240000000007,163.4778184655574,4,2,2,63,0,0,3,3,8.5005687523147,7.220824246403292,10.862444210134957,11.128404605156604,8.5005687523147,7.220824246403292,6.087459123462907,2.9428285964800356,0,9.589074368143644,0,0,0,19.92349450621513,0,0,1,2,0,8,2,1,2,7,1,1,9,3,3
"FENFLURAMINE","1.0",58.28670000000004,93.66752419826338,1,1,0,32,1,1,0,0,2.3487833372808495,1.648812033795936,5.326801171181156,3.860986069143004,2.3487833372808495,1.648812033795936,5.344160556818799,3.8500658986092047,0,13.171245143024459,0,13.171245143024459,0,25.122838405075452,0,3,1,0,0,10,0,3,1,5,3,1,4,1,0
"ETIDRONATE","0.0",34.711999999999996,62.00124273590192,7,5,0,19,0,0,0,0,4.874143713018236,1.5272670690061994,2.3359687649200476,2.0588786496560663,1.103644378420567,0.16969634100068878,2.638564941834449,2.0994518030301026,15.19152465357577,33.810270375713266,0,0,0,0,5.083227620067512,0,0,7,0,8,2,0,5,8,0,0,0,0,0
"fesoterodine","0.0",122.71780000000008,181.42682167906352,4,1,0,67,2,2,0,0,5.518638827893107,3.8656878989711156,11.001871921438672,8.783357577033382,5.518638827893107,3.8656878989711156,11.283630919103906,6.4135143521688365,0,14.637927532712578,0,0,0,50.24567681015091,0,0,1,3,0,18,1,6,1,8,4,6,8,2,0
"diclofenac,","0.0",77.52650000000003,120.33053204396538,3,2,0,30,2,2,0,0,3.2114128708653884,2.203167158964943,5.584169402223603,3.94932097813249,2.581472082516677,1.7112313592468353,5.9544053534163845,3.397616957868233,23.20187978046503,9.901064578912528,0,0,0,47.46734805431147,0,0,1,2,0,7,1,6,2,4,2,1,7,2,0
"CISAPRIDE","0.0",122.03660000000004,192.1175753995909,7,2,1,61,2,2,0,0,5.854301363036408,3.9218059262572362,10.483142109549448,7.673331915164869,5.52697452768242,3.7581425085802422,11.355007011749814,6.245836345142336,11.600939890232516,23.39554109314679,0,0,0,11.600939890232516,5.907179729351506,1,2,4,0,15,1,6,2,6,7,1,9,3,0
"PHENOBARBITAL","1.0",60.092400000000026,98.1995153196948,5,2,4,29,1,1,0,0,3.0262809871232013,2.0640792113105055,5.333716209998576,3.8622813159634184,3.0262809871232013,2.0640792113105055,4.008920169778624,1.5954555917347284,0,14.383611552215466,0,0,0,37.255572541998674,0,0,0,3,0,3,3,3,2,4,1,0,7,2,0
"Midazolam","1.0",89.05400000000002,137.63749072550976,3,0,0,36,3,2,0,0,4.229093122834472,3.125559205752597,7.278037783613421,5.438311999982631,3.993996020046734,2.95345618179973,5.317520490200393,2.2630539582639715,11.600939890232516,4.39041504767482,0,0,0,23.733674027155736,0,1,0,0,0,4,0,9,0,3,0,0,11,2,2
"CINNARIZINE","1.0",118.21600000000004,168.28936160149112,2,0,0,56,3,3,0,0,5.476133129050381,3.9908702470274298,10.178995554981862,7.3735331311806265,5.476133129050381,3.9908702470274298,9.495927553363686,4.776071181203047,0,0,0,0,0,103.14754624059195,0,0,0,0,0,6,1,9,0,0,3,1,19,4,0
"Clonazepam","1.0",83.68410000000004,130.14044123411497,6,1,1,32,2,2,0,0,3.5825223949787945,2.485233405331493,6.440633646418938,4.679853688351674,3.2529341739387485,2.2599967578887123,5.572723046505113,2.5586032534213325,11.600939890232516,9.717848232889493,0,0,0,29.800041095617345,5.687386274683562,0,1,3,0,4,2,7,1,4,0,1,10,2,1
"PROGLUMIDE","0.0",91.72800000000005,142.39920439839506,6,2,2,50,1,1,0,0,3.5849986480011706,2.4487113863210648,8.356090678372246,5.649772479148852,3.5849986480011706,2.4487113863210648,10.413052484166908,6.3989963407174235,0,19.49013894705617,0,0,0,32.046575604766076,5.907179729351506,0,2,4,0,15,3,3,2,6,7,5,5,1,0
"PHENTERMINE","1.0",48.412400000000034,68.2310622740961,1,1,0,26,1,1,0,0,1.5025642705186601,1.1219611220350698,3.90646551830432,3.650956450558231,1.5025642705186601,1.1219611220350698,3.0548987926736837,3.1900463490984974,0,0,0,0,0,30.33183534230805,0,0,1,0,0,5,0,3,1,3,1,0,5,1,0
"Talipexole","1.0",60.57140000000002,88.25029935313381,3,1,0,29,1,0,0,0,3.488590010251667,2.6617440541344792,4.866423680723422,3.511256761049638,2.5020162488586157,1.7945879567367047,4.106021219985195,1.9615501284742176,11.336785877934737,0,0,0,17.915721561533235,6.076020106833881,0,0,1,0,0,3,1,2,1,2,2,0,6,0,1
